STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,ROBBERY,THEFT,TOTAL IPC CRIMES
UTTAR PRADESH,ALLAHABAD,2003,119,21,57,44,359,2512
UTTAR PRADESH,AMBEDKAR NAGAR,2003,12,7,15,10,59,406
UTTAR PRADESH,AURAIYA,2003,32,4,24,4,43,745
UTTAR PRADESH,AZAMGARH,2003,89,6,26,76,116,1404
UTTAR PRADESH,BADAUN,2003,182,31,73,47,175,1834
UTTAR PRADESH,BAGHPAT,2003,81,12,17,31,85,690
UTTAR PRADESH,BAHRAICH,2003,41,5,12,12,47,1144
UTTAR PRADESH,BALLIA,2003,32,2,5,7,81,652
UTTAR PRADESH,BALRAMPUR,2003,15,3,7,2,24,255
UTTAR PRADESH,BANDA,2003,49,10,10,9,49,746
UTTAR PRADESH,BARABANKI,2003,55,12,26,32,114,1033
UTTAR PRADESH,BAREILLY,2003,194,32,70,44,333,2545
UTTAR PRADESH,BASTI,2003,38,5,11,14,76,1233
UTTAR PRADESH,BIJNOR,2003,81,20,33,28,150,1869
UTTAR PRADESH,BULANDSHAHAR,2003,144,13,36,37,324,1870
UTTAR PRADESH,CHANDOLI,2003,30,3,5,7,52,390
UTTAR PRADESH,CHITRAKOOT DHAM,2003,30,10,13,3,15,299
UTTAR PRADESH,DEORIA,2003,34,3,14,14,67,844
UTTAR PRADESH,ETAH,2003,137,18,55,42,131,1555
UTTAR PRADESH,ETAWAH,2003,44,2,30,17,92,808
UTTAR PRADESH,FAIZABAD,2003,31,10,11,6,59,704
UTTAR PRADESH,FATEHGARH,2003,72,7,17,11,66,851
UTTAR PRADESH,FATEHPUR,2003,73,3,20,14,62,913
UTTAR PRADESH,FIROZABAD,2003,95,12,63,48,186,1715
UTTAR PRADESH,G.R.P.,2003,19,3,3,48,2487,3278
UTTAR PRADESH,GAUTAMBUDH NAGAR,2003,66,10,27,22,425,1085
UTTAR PRADESH,GHAZIABAD,2003,176,15,73,52,931,2627
UTTAR PRADESH,GHAZIPUR,2003,48,2,8,12,62,659
UTTAR PRADESH,GONDA,2003,21,5,10,11,54,912
UTTAR PRADESH,GORAKHPUR,2003,82,13,37,42,215,1690
UTTAR PRADESH,HAMIRPUR,2003,36,10,7,3,41,365
UTTAR PRADESH,HARDOI,2003,101,24,38,34,129,1446
UTTAR PRADESH,HATHRAS,2003,52,21,38,55,141,1387
UTTAR PRADESH,J.P.NAGAR,2003,62,6,20,22,86,1066
UTTAR PRADESH,JALAUN,2003,68,6,23,11,75,734
UTTAR PRADESH,JAUNPUR,2003,33,4,16,21,100,1108
UTTAR PRADESH,JHANSI,2003,54,4,20,21,123,1516
UTTAR PRADESH,KANNAUJ,2003,64,4,29,11,48,870
UTTAR PRADESH,KANPUR DEHAT,2003,37,6,26,16,107,1218
UTTAR PRADESH,KANPUR NAGAR,2003,187,24,84,67,830,3231
UTTAR PRADESH,KAUSHAMBI,2003,56,17,8,11,45,503
UTTAR PRADESH,KHIRI,2003,99,28,48,32,173,2108
UTTAR PRADESH,KUSHI NAGAR,2003,37,5,18,6,70,731
UTTAR PRADESH,LALITPUR,2003,12,5,5,2,23,344
UTTAR PRADESH,LUCKNOW,2003,176,38,118,114,1753,6806
UTTAR PRADESH,MAHARAJGANJ,2003,28,4,13,11,30,679
UTTAR PRADESH,MAHOBA,2003,32,2,7,10,38,386
UTTAR PRADESH,MAINPURI,2003,108,7,30,31,96,1073
UTTAR PRADESH,MATHURA,2003,94,16,36,46,293,1520
UTTAR PRADESH,MAU,2003,38,5,11,29,65,745
UTTAR PRADESH,MEERUT,2003,193,40,85,87,665,2705
UTTAR PRADESH,MIRZAPUR,2003,31,6,11,13,68,544
UTTAR PRADESH,MORADABAD,2003,156,43,63,51,313,2037
UTTAR PRADESH,MUZAFFARNAGAR,2003,186,32,74,98,346,2485
UTTAR PRADESH,PILIBHIT,2003,63,21,36,18,132,1181
UTTAR PRADESH,PRATAPGARH,2003,44,9,22,13,79,1001
UTTAR PRADESH,RAIBAREILLY,2003,69,20,27,19,153,1445
UTTAR PRADESH,RAMPUR,2003,63,13,24,15,126,1149
UTTAR PRADESH,SAHARANPUR,2003,82,17,63,37,230,1623
UTTAR PRADESH,SANT KABIRNAGAR,2003,19,0,5,6,23,378
UTTAR PRADESH,SHAHJAHANPUR,2003,162,17,65,39,162,1446
UTTAR PRADESH,SHRAWASTI,2003,15,3,4,3,18,237
UTTAR PRADESH,SIDHARTHNAGAR,2003,10,2,7,3,29,634
UTTAR PRADESH,SITAPUR,2003,129,47,58,32,287,1905
UTTAR PRADESH,SONBHADRA,2003,19,5,6,3,39,334
UTTAR PRADESH,ST.RAVIDASNAGAR,2003,18,2,2,7,42,285
UTTAR PRADESH,SULTANPUR,2003,62,18,22,33,151,1249
UTTAR PRADESH,UNNAO,2003,111,23,22,41,124,1887
UTTAR PRADESH,VARANASI,2003,74,7,18,28,381,1681
UTTAR PRADESH,TOTAL,2003,5284,911,2208,1988,15751,95073
UTTARAKHAND,ALMORA,2003,15,1,1,9,47,254
UTTARAKHAND,BAGESHWAR,2003,11,4,0,8,17,102
UTTARAKHAND,CHAMOLI,2003,9,4,3,1,14,201
UTTARAKHAND,CHAMPAWAT,2003,7,1,3,2,14,123
UTTARAKHAND,DEHRADUN,2003,31,16,30,29,311,1673
UTTARAKHAND,HARIDWAR,2003,75,31,48,37,388,1776
UTTARAKHAND,NAINITAL,2003,31,9,16,18,190,875
UTTARAKHAND,PAURI GARHWAL,2003,15,7,14,13,61,451
UTTARAKHAND,PITHORAGARH,2003,5,3,2,5,26,305
UTTARAKHAND,RUDRA PRAYAG,2003,8,2,3,2,9,143
UTTARAKHAND,TEHRI GARHWAL,2003,9,6,4,0,31,317
UTTARAKHAND,UDHAMSINGH NAGAR,2003,46,14,40,33,232,1426
UTTARAKHAND,UTTARKASHI,2003,6,9,7,3,28,277
UTTARAKHAND,TOTAL,2003,268,107,171,160,1368,7923
WEST BENGAL,24 PARGANAS NORTH,2003,193,92,119,73,1988,7351
WEST BENGAL,24 PARGANAS SOUTH,2003,125,89,81,30,1034,6556
WEST BENGAL,ASANSOL,2003,28,8,11,9,75,1327
WEST BENGAL,BANKURA,2003,41,43,11,9,240,1341
WEST BENGAL,BIRBHUM,2003,51,48,35,16,230,1845
WEST BENGAL,BURDWAN,2003,98,61,33,25,370,3209
WEST BENGAL,COOCHBEHAR,2003,24,53,40,5,135,1191
WEST BENGAL,DAKSHIN DINAJPUR,2003,22,31,32,5,84,870
WEST BENGAL,DARJEELING,2003,54,24,26,13,465,1720
WEST BENGAL,HOOGHLY,2003,88,39,34,29,594,3031
WEST BENGAL,HOWRAH,2003,25,9,11,10,107,1113
WEST BENGAL,HOWRAH CITY,2003,18,6,12,21,275,1417
WEST BENGAL,HOWRAH G.R.P.,2003,11,0,3,8,292,467
WEST BENGAL,JALPAIGURI,2003,108,60,29,22,474,2301
WEST BENGAL,KHARAGPUR G.R.P.,2003,2,0,0,6,108,165
WEST BENGAL,KOLKATA,2003,52,36,108,173,3684,10714
WEST BENGAL,MALDA,2003,48,57,24,18,247,1747
WEST BENGAL,MURSHIDABAD,2003,116,106,91,20,391,3467
WEST BENGAL,NADIA,2003,93,108,59,14,658,3520
WEST BENGAL,PASCHIM MIDNAPUR,2003,77,50,45,36,358,2956
WEST BENGAL,PURAB MIDNAPUR,2003,43,33,52,15,143,1966
WEST BENGAL,PURULIA,2003,46,25,16,21,147,1089
WEST BENGAL,SEALDAH G.R.P.,2003,22,0,3,11,207,337
WEST BENGAL,SILIGURI G.R.P.,2003,6,0,2,3,89,147
WEST BENGAL,UTTAR DINAJPUR,2003,34,24,25,6,218,1327
WEST BENGAL,TOTAL,2003,1425,1002,902,598,12613,61174
A & N ISLANDS,ANDAMAN,2003,16,2,2,7,58,611
A & N ISLANDS,NICOBAR,2003,5,0,0,0,2,33
A & N ISLANDS,TOTAL,2003,21,2,2,7,60,644
CHANDIGARH,CHANDIGARH,2003,21,18,32,12,1238,2806
CHANDIGARH,TOTAL,2003,21,18,32,12,1238,2806
D & N HAVELI,D and N HAVELI,2003,11,1,7,6,61,338
D & N HAVELI,TOTAL,2003,11,1,7,6,61,338
DAMAN & DIU,DAMAN,2003,6,4,1,1,44,240
DAMAN & DIU,DIU,2003,0,1,0,0,2,29
DAMAN & DIU,TOTAL,2003,6,5,1,1,46,269
DELHI UT,CENTRAL,2003,29,20,63,14,1187,2998
DELHI UT,DELHI UT TOTAL,2003,485,490,1156,441,15544,47404
DELHI UT,EAST,2003,44,37,158,39,1757,4331
DELHI UT,G.R.P.(RLY),2003,8,0,6,14,1015,1168
DELHI UT,I.G.I. AIRPORT,2003,2,0,2,4,74,668
DELHI UT,NEW DELHI,2003,7,8,24,16,863,2177
DELHI UT,NORTH,2003,32,34,63,35,923,3391
DELHI UT,NORTH EAST,2003,54,53,182,56,796,3125
DELHI UT,NORTH WEST,2003,106,128,301,93,2191,8782
DELHI UT,S.T.F.,2003,0,0,0,0,0,68
DELHI UT,SOUTH,2003,86,83,134,57,3307,8440
DELHI UT,SOUTH WEST,2003,45,57,118,60,1396,5179
DELHI UT,WEST,2003,72,70,105,53,2035,7077
LAKSHADWEEP,LAKSHADWEEP,2003,0,2,0,0,8,31
LAKSHADWEEP,TOTAL,2003,0,2,0,0,8,31
PUDUCHERRY,PONDICHERRY,2003,29,2,18,11,567,4517
PUDUCHERRY,TOTAL,2003,29,2,18,11,567,4517
ANDHRA PRADESH,ADILABAD,2004,113,50,48,9,256,5011
ANDHRA PRADESH,ANANTAPUR,2004,152,20,51,35,442,4296
ANDHRA PRADESH,CHITTOOR,2004,105,28,69,17,1055,6960
ANDHRA PRADESH,CUDDAPAH,2004,96,14,39,5,275,4107
ANDHRA PRADESH,CYBERABAD,2004,145,40,69,43,1697,9911
ANDHRA PRADESH,EAST GODAVARI,2004,96,31,47,17,1106,7741
ANDHRA PRADESH,GUNTAKAL RLY.,2004,8,0,0,1,177,338
ANDHRA PRADESH,GUNTUR,2004,163,46,88,36,1479,8544
ANDHRA PRADESH,HYDERABAD CITY,2004,121,56,136,71,5735,18868
ANDHRA PRADESH,KARIMNAGAR,2004,123,85,124,25,540,8048
ANDHRA PRADESH,KHAMMAM,2004,108,43,70,23,482,5928
ANDHRA PRADESH,KRISHNA,2004,60,33,28,13,732,5377
ANDHRA PRADESH,KURNOOL,2004,112,29,46,15,328,5372
ANDHRA PRADESH,MAHABOOBNAGAR,2004,183,56,63,36,479,4545
ANDHRA PRADESH,MEDAK,2004,127,52,49,19,505,4789
ANDHRA PRADESH,NALGONDA,2004,118,46,72,26,401,6009
ANDHRA PRADESH,NELLORE,2004,94,107,72,40,873,7047
ANDHRA PRADESH,NIZAMABAD,2004,96,24,56,29,360,4804
ANDHRA PRADESH,PRAKASHAM,2004,103,19,44,22,298,3881
ANDHRA PRADESH,RANGA REDDY,2004,73,25,26,11,205,2240
ANDHRA PRADESH,SECUNDERABAD RLY.,2004,8,0,0,0,367,465
ANDHRA PRADESH,SRIKAKULAM,2004,26,15,15,3,196,2821
ANDHRA PRADESH,VIJAYAWADA,2004,46,19,76,29,2272,7659
ANDHRA PRADESH,VIJAYAWADA RLY.,2004,1,0,0,1,288,359
ANDHRA PRADESH,VISAKHA RURAL,2004,50,18,12,6,184,2903
ANDHRA PRADESH,VISAKHAPATNAM,2004,27,12,27,12,733,3182
ANDHRA PRADESH,VIZIANAGARAM,2004,42,14,8,8,196,2464
ANDHRA PRADESH,WARANGAL,2004,111,53,125,31,670,7717
ANDHRA PRADESH,WEST GODAVARI,2004,72,81,66,13,1247,7370
ANDHRA PRADESH,TOTAL,2004,2579,1016,1526,596,23578,158756
ARUNACHAL PRADESH,CHANGLANG,2004,8,9,7,1,27,162
ARUNACHAL PRADESH,DIBANG VALLEY,2004,1,3,3,3,15,112
ARUNACHAL PRADESH,K/KUMEY,2004,5,0,1,0,2,39
ARUNACHAL PRADESH,KAMENG EAST,2004,4,0,2,0,11,100
ARUNACHAL PRADESH,KAMENG WEST,2004,3,2,4,4,24,104
ARUNACHAL PRADESH,LOHIT,2004,10,5,7,4,23,180
ARUNACHAL PRADESH,PAPUM PARE,2004,7,4,8,7,132,440
ARUNACHAL PRADESH,SIANG EAST,2004,1,11,14,5,41,292
ARUNACHAL PRADESH,SIANG UPPER,2004,1,1,0,0,10,51
ARUNACHAL PRADESH,SIANG WEST,2004,3,6,10,6,44,329
ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,8,0,1,5,7,95
ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,10,0,4,8,18,138
ARUNACHAL PRADESH,TAWANG,2004,0,0,0,0,11,75
ARUNACHAL PRADESH,TIRAP,2004,3,1,4,2,21,122
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,3,0,0,0,2,17
ARUNACHAL PRADESH,TOTAL,2004,67,42,65,45,388,2256
ASSAM,BARPETA,2004,48,50,74,28,238,1543
ASSAM,BONGAIGAON,2004,36,41,52,10,136,1142
ASSAM,C.I.D.,2004,0,0,0,0,0,22
ASSAM,CACHAR,2004,46,46,112,15,411,3518
ASSAM,DARRANG,2004,69,55,59,31,262,1653
ASSAM,DHEMAJI,2004,17,53,53,5,125,838
ASSAM,DHUBRI,2004,53,79,75,11,136,2160
ASSAM,DIBRUGARH,2004,125,58,88,14,350,2074
ASSAM,G.R.P.,2004,17,2,3,10,166,330
ASSAM,GOALPARA,2004,35,50,53,9,100,1053
ASSAM,GOLAGHAT,2004,71,62,91,34,310,1514
ASSAM,GUWAHATI CITY,2004,21,88,295,78,867,5074
ASSAM,HAILAKANDI,2004,25,18,32,2,47,798
ASSAM,JORHAT,2004,38,32,34,12,150,953
ASSAM,KAMRUP,2004,15,59,193,54,298,2559
ASSAM,KARBI ANGLONG,2004,57,14,20,20,102,593
ASSAM,KARIMGANJ,2004,40,32,36,3,101,1097
ASSAM,KOKRAJHAR,2004,63,33,31,13,104,859
ASSAM,LAKHIMPUR,2004,31,56,97,13,291,1478
ASSAM,MORIGAON,2004,19,36,43,6,81,792
ASSAM,N.C.HILLS,2004,7,1,9,6,42,229
ASSAM,NAGAON,2004,79,91,139,32,433,3477
ASSAM,NALBARI,2004,37,29,61,19,129,1133
ASSAM,R.P.O.,2004,6,5,0,1,21,110
ASSAM,SIBSAGAR,2004,55,49,81,9,238,1514
ASSAM,SONITPUR,2004,87,87,108,33,392,2639
ASSAM,TINSUKIA,2004,117,45,67,37,336,1523
ASSAM,TOTAL,2004,1214,1171,1906,505,5866,40675
BIHAR,ARARIA,2004,66,34,84,60,186,2035
BIHAR,ARWAL,2004,36,2,9,23,54,487
BIHAR,AURANGABAD,2004,77,18,31,46,214,2418
BIHAR,BAGAHA,2004,49,23,88,15,66,977
BIHAR,BANKA,2004,71,44,40,26,99,1378
BIHAR,BEGUSARAI,2004,107,23,123,83,323,3110
BIHAR,BETTIAH,2004,108,128,226,52,301,5235
BIHAR,BHABHUA,2004,59,20,47,26,146,1432
BIHAR,BHAGALPUR,2004,133,63,95,54,393,3362
BIHAR,BHOJPUR,2004,108,9,30,57,285,3795
BIHAR,BUXAR,2004,70,13,51,36,235,2304
BIHAR,DARBHANGA,2004,55,59,60,53,138,3083
BIHAR,GAYA,2004,163,19,70,168,461,3536
BIHAR,GOPALGANJ,2004,77,39,78,67,163,2724
BIHAR,JAMALPUR RLY.,2004,10,0,1,4,171,328
BIHAR,JAMUI,2004,79,31,71,26,77,1388
BIHAR,JEHANABAD,2004,68,6,38,34,130,1430
BIHAR,KATIHAR,2004,71,79,71,27,159,1899
BIHAR,KATIHAR RLY.,2004,10,2,5,20,224,445
BIHAR,KHAGARIA,2004,50,18,43,36,117,1554
BIHAR,KISHANGANJ,2004,26,32,80,12,122,1052
BIHAR,LAKHISARAI,2004,63,13,50,38,62,914
BIHAR,MADHEPURA,2004,58,11,23,41,58,1175
BIHAR,MADHUBANI,2004,60,61,69,43,224,2721
BIHAR,MOTIHARI,2004,120,29,129,79,378,4331
BIHAR,MUNGER,2004,64,11,43,29,163,1672
BIHAR,MUZAFFARPUR,2004,180,166,300,146,779,6810
BIHAR,MUZAFFARPUR RLY.,2004,20,2,10,18,395,685
BIHAR,NALANDA,2004,220,43,144,65,388,3403
BIHAR,NAUGACHIA,2004,50,7,27,36,66,1059
BIHAR,NAWADAH,2004,78,37,67,40,79,1772
BIHAR,PATNA,2004,542,46,270,751,1568,10632
BIHAR,PATNA RLY.,2004,21,2,5,30,744,1135
BIHAR,PURNEA,2004,128,62,76,144,242,2275
BIHAR,ROHTAS,2004,130,12,44,53,265,2854
BIHAR,SAHARSA,2004,48,21,47,45,122,1554
BIHAR,SAMASTIPUR,2004,118,28,123,58,292,3159
BIHAR,SARAN,2004,160,17,159,112,258,4851
BIHAR,SHEIKHPURA,2004,44,3,20,8,53,794
BIHAR,SHEOHAR,2004,9,13,8,13,19,389
BIHAR,SITAMARHI,2004,80,70,112,34,230,2734
BIHAR,SIWAN,2004,125,7,104,146,165,2294
BIHAR,SUPAUL,2004,38,25,25,60,114,1843
BIHAR,VAISHALI,2004,99,42,217,72,385,5032
BIHAR,TOTAL,2004,3948,1390,3413,2986,11113,108060
CHHATTISGARH,BALRAMPUR,2004,33,27,6,17,28,489
CHHATTISGARH,BILASPUR,2004,83,61,21,36,704,5327
CHHATTISGARH,BIZAPUR,2004,24,3,1,3,9,260
CHHATTISGARH,DANTEWARA,2004,70,11,8,0,70,702
CHHATTISGARH,DHAMTARI,2004,18,37,5,3,76,1270
CHHATTISGARH,DURG,2004,55,124,41,50,813,6518
CHHATTISGARH,GRP RAIPUR,2004,2,2,2,5,223,351
CHHATTISGARH,JAGDALPUR,2004,63,82,20,16,178,2197
CHHATTISGARH,JANJGIR,2004,55,30,8,26,268,2398
CHHATTISGARH,JASHPUR,2004,46,56,4,19,70,835
CHHATTISGARH,KABIRDHAM,2004,13,22,7,1,115,1114
CHHATTISGARH,KANKER,2004,48,22,12,14,69,966
CHHATTISGARH,KORBA,2004,46,34,6,13,308,2210
CHHATTISGARH,KORIYA,2004,33,50,4,16,137,1486
CHHATTISGARH,MAHASAMUND,2004,22,35,3,10,164,1489
CHHATTISGARH,NARAYANPUR,2004,21,1,1,0,18,165
CHHATTISGARH,RAIGARH,2004,55,45,17,36,321,2035
CHHATTISGARH,RAIPUR,2004,84,143,31,42,927,6970
CHHATTISGARH,RAJNANDGAON,2004,45,61,4,12,210,2380
CHHATTISGARH,SARGUJA,2004,111,123,13,44,306,2765
CHHATTISGARH,TOTAL,2004,927,969,214,363,5014,41927
GOA,NORTH GOA,2004,23,13,3,11,298,1227
GOA,SOUTH GOA,2004,17,24,10,7,205,900
GOA,TOTAL,2004,40,37,13,18,503,2127
GUJARAT,AHMEDABAD COMMR.,2004,92,40,215,271,5711,17553
GUJARAT,AHMEDABAD RURAL,2004,26,12,32,28,252,2813
GUJARAT,AHWA-DANG,2004,4,2,0,1,5,124
GUJARAT,AMRELI,2004,28,5,26,11,158,2240
GUJARAT,ANAND,2004,21,12,41,16,361,3216
GUJARAT,BHARUCH,2004,38,14,21,14,370,2747
GUJARAT,BHAVNAGAR,2004,53,22,71,87,718,5341
GUJARAT,DAHOD,2004,44,9,28,56,144,1759
GUJARAT,GANDHINAGAR,2004,25,8,15,31,416,2756
GUJARAT,HIMATNAGAR,2004,35,10,47,25,194,4053
GUJARAT,JAMNAGAR,2004,42,8,32,24,372,3794
GUJARAT,JUNAGADH,2004,40,9,57,44,476,4764
GUJARAT,KHEDA NORTH,2004,53,8,24,23,394,3643
GUJARAT,KUTCH,2004,28,13,37,31,360,3638
GUJARAT,MEHSANA,2004,40,4,54,47,621,4549
GUJARAT,NARMADA,2004,15,6,8,6,29,590
GUJARAT,NAVSARI,2004,26,5,7,8,147,1199
GUJARAT,PALANPUR,2004,38,21,37,26,328,3544
GUJARAT,PANCHMAHAL,2004,51,7,28,22,368,2306
GUJARAT,PATAN,2004,19,6,29,9,233,2186
GUJARAT,PORBANDAR,2004,11,1,7,7,74,1008
GUJARAT,RAJKOT COMMR.,2004,37,9,39,24,1216,4339
GUJARAT,RAJKOT RURAL,2004,36,17,41,24,326,4178
GUJARAT,SURAT COMMR.,2004,74,24,72,61,1543,4131
GUJARAT,SURAT RURAL,2004,47,14,13,24,154,2614
GUJARAT,SURENDRANAGAR,2004,28,13,27,13,266,2850
GUJARAT,VADODARA COMMR.,2004,28,6,44,40,1414,5551
GUJARAT,VADODARA RURAL,2004,85,22,56,20,296,3142
GUJARAT,VALSAD,2004,36,9,22,34,346,2565
GUJARAT,W.RLY,2004,13,3,3,109,1259,2276
GUJARAT,TOTAL,2004,1113,339,1133,1136,18551,105469
HARYANA,AMBALA,2004,28,10,22,7,243,2225
HARYANA,BHIWANI,2004,51,28,19,14,301,2181
HARYANA,FARIDABAD,2004,67,42,66,23,815,5585
HARYANA,FATEHABAD,2004,29,9,17,2,111,1104
HARYANA,GRP,2004,27,2,3,3,180,931
HARYANA,GURGAON,2004,66,36,55,33,1045,4077
HARYANA,HISSAR,2004,49,16,43,20,430,2464
HARYANA,JHAJJAR,2004,42,11,11,13,160,1336
HARYANA,JIND,2004,28,7,9,3,147,1008
HARYANA,KAITHAL,2004,25,18,13,9,200,1226
HARYANA,KARNAL,2004,40,31,15,19,386,2352
HARYANA,KURUKSHETRA,2004,26,21,11,13,411,2050
HARYANA,MAHENDRAGARH,2004,16,20,13,4,111,1233
HARYANA,PANCHKULA,2004,7,6,6,2,207,1169
HARYANA,PANIPAT,2004,37,38,19,13,433,1817
HARYANA,REWARI,2004,17,16,24,10,223,1558
HARYANA,ROHTAK,2004,65,29,19,14,367,1867
HARYANA,SIRSA,2004,25,17,16,11,246,1531
HARYANA,SONIPAT,2004,67,13,25,20,377,2051
HARYANA,YAMUNANAGAR,2004,21,16,17,11,165,1331
HARYANA,TOTAL,2004,733,386,423,244,6558,39096
HIMACHAL PRADESH,BILASPUR,2004,9,10,8,4,55,1103
HIMACHAL PRADESH,CHAMBA,2004,8,14,22,0,27,627
HIMACHAL PRADESH,G.R.P.,2004,0,0,0,0,2,8
HIMACHAL PRADESH,HAMIRPUR,2004,9,5,10,0,42,936
HIMACHAL PRADESH,KANGRA,2004,18,15,15,1,81,2057
HIMACHAL PRADESH,KINNAUR,2004,3,8,3,0,10,190
HIMACHAL PRADESH,KULLU,2004,9,13,13,7,40,790
HIMACHAL PRADESH,LAHAUL-SPITI,2004,2,0,0,0,1,52
HIMACHAL PRADESH,MANDI,2004,19,15,7,2,63,1735
HIMACHAL PRADESH,SHIMLA,2004,10,34,16,5,154,1992
HIMACHAL PRADESH,SIRMAUR,2004,9,9,13,3,27,692
HIMACHAL PRADESH,SOLAN,2004,4,20,9,2,89,1344
HIMACHAL PRADESH,UNA,2004,10,10,7,1,52,800
HIMACHAL PRADESH,TOTAL,2004,110,153,123,25,643,12326
JAMMU & KASHMIR,ANANTNAG,2004,70,17,60,30,92,1473
JAMMU & KASHMIR,AWANTIPORA,2004,18,8,12,1,37,384
JAMMU & KASHMIR,BARAMULLA,2004,86,15,87,6,197,1815
JAMMU & KASHMIR,BORDER,2004,7,4,11,0,19,713
JAMMU & KASHMIR,BUDGAM,2004,60,6,61,7,147,989
JAMMU & KASHMIR,CRIME JAMMU,2004,0,0,0,0,0,52
JAMMU & KASHMIR,CRIME SRINAGAR,2004,0,0,0,0,0,108
JAMMU & KASHMIR,DODA,2004,83,4,20,3,28,751
JAMMU & KASHMIR,GANDERBAL,2004,15,12,34,1,63,608
JAMMU & KASHMIR,HANDWARA,2004,25,7,34,3,32,434
JAMMU & KASHMIR,JAMMU,2004,28,19,54,6,383,3626
JAMMU & KASHMIR,KARGIL,2004,1,1,1,0,1,97
JAMMU & KASHMIR,KATHUA,2004,17,10,24,2,30,967
JAMMU & KASHMIR,KULGAM,2004,48,11,42,5,26,577
JAMMU & KASHMIR,KUPWARA,2004,31,20,46,0,62,732
JAMMU & KASHMIR,LEH,2004,2,3,4,0,4,153
JAMMU & KASHMIR,POONCH,2004,80,11,18,0,41,586
JAMMU & KASHMIR,PULWAMA,2004,54,0,47,17,104,903
JAMMU & KASHMIR,RAILWAYS,2004,1,1,0,0,9,16
JAMMU & KASHMIR,RAJOURI,2004,54,22,34,0,96,1197
JAMMU & KASHMIR,RAMBAN,2004,48,7,12,0,36,598
JAMMU & KASHMIR,REASI,2004,34,5,11,0,12,293
JAMMU & KASHMIR,SRINAGAR,2004,45,24,115,48,430,2837
JAMMU & KASHMIR,UDHAMPUR,2004,9,11,8,0,90,1282
JAMMU & KASHMIR,TOTAL,2004,816,218,735,129,1939,21191
JHARKHAND,BOKARO,2004,58,48,40,64,445,2194
JHARKHAND,CHAIBASA,2004,134,37,19,14,98,730
JHARKHAND,CHATRA,2004,31,18,4,19,83,840
JHARKHAND,DEOGHAR,2004,36,37,5,25,98,1283
JHARKHAND,DHANBAD,2004,88,38,72,64,493,3201
JHARKHAND,DHANBAD RLY.,2004,5,2,2,32,240,408
JHARKHAND,DUMKA,2004,67,50,15,13,88,1008
JHARKHAND,GARHWA,2004,39,32,9,20,68,869
JHARKHAND,GIRIDIH,2004,72,39,23,42,128,1955
JHARKHAND,GODDA,2004,31,86,21,10,128,2203
JHARKHAND,GUMLA,2004,108,31,9,41,58,689
JHARKHAND,HAZARIBAGH,2004,86,71,33,66,537,2621
JHARKHAND,JAMSHEDPUR,2004,81,76,50,29,539,2755
JHARKHAND,JAMSHEDPUR RLY.,2004,2,1,1,6,114,201
JHARKHAND,JAMTARA,2004,18,25,13,6,69,534
JHARKHAND,KODERMA,2004,30,6,13,24,50,785
JHARKHAND,LATEHAR,2004,43,12,8,13,33,456
JHARKHAND,LOHARDAGGA,2004,44,14,2,22,29,432
JHARKHAND,PAKUR,2004,37,37,6,13,32,584
JHARKHAND,PALAMU,2004,69,14,16,40,99,1549
JHARKHAND,RANCHI,2004,270,55,67,181,729,4306
JHARKHAND,SAHEBGANJ,2004,45,26,22,17,98,730
JHARKHAND,SARAIKELA,2004,51,26,16,7,115,824
JHARKHAND,SIMDEGA,2004,43,16,2,12,3,282
JHARKHAND,TOTAL,2004,1488,797,468,780,4374,31439
KARNATAKA,BAGALKOT,2004,38,3,24,11,134,2038
KARNATAKA,BANGALORE COMMR.,2004,214,32,175,455,8241,28526
KARNATAKA,BANGALORE RURAL,2004,152,29,42,42,1038,8084
KARNATAKA,BELGAUM,2004,106,5,26,30,291,4657
KARNATAKA,BELLARY,2004,42,5,17,13,295,3850
KARNATAKA,BIDAR,2004,40,8,25,20,246,4045
KARNATAKA,BIJAPUR,2004,66,8,21,16,121,3109
KARNATAKA,CHAMARAJNAGAR,2004,23,7,9,6,151,1627
KARNATAKA,CHICKMAGALUR,2004,29,7,13,14,237,2823
KARNATAKA,CHITRADURGA,2004,32,16,7,10,252,3672
KARNATAKA,DAKSHIN KANNADA,2004,24,12,13,50,259,4133
KARNATAKA,DAVANAGERE,2004,38,8,10,19,273,2950
KARNATAKA,DHARWAD COMMR.,2004,17,1,10,8,251,1698
KARNATAKA,DHARWAD RURAL,2004,26,3,3,0,80,918
KARNATAKA,GADAG,2004,16,1,5,4,65,947
KARNATAKA,GULBARGA,2004,102,23,40,27,251,4684
KARNATAKA,HASSAN,2004,61,16,19,49,413,4298
KARNATAKA,HAVERI,2004,25,9,7,4,115,1970
KARNATAKA,K.G.F.,2004,16,2,8,7,94,833
KARNATAKA,KODAGU,2004,21,8,3,9,111,1459
KARNATAKA,KOLAR,2004,59,16,28,23,365,3129
KARNATAKA,KOPPAL,2004,25,8,4,4,54,1103
KARNATAKA,MANDYA,2004,58,15,8,17,302,3380
KARNATAKA,MYSORE COMMR.,2004,29,4,7,63,485,2159
